Address Type,Wallet Name,Asset,Asset Name,Address,Tag/Memo,Balance
Internal,Real Germany Legacy,XLM,Stellar,GD7IFAJPBN4GYV3Z2Q6ZM3H4CEYCTDCSETPQRKJEKG43EDPB3TGKZKZT,0,1
Internal,Real Germany Legacy,MKR,Maker,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,ETH,Ethereum,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0.203381116990418684
Internal,Real Germany Legacy,SOL,Solana,8mbxmrVL87PWyjD6zxUuhQLggHJtx5th6iqiweK5PvqW,,0.01794072
Internal,Real Germany Legacy,MANA,Decentraland,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,DOT,Polkadot,157JBKW9oeMvES1ZtygbxUgEZbrN31PT4hPYvpNDHtocaqmy,,0
Internal,Real Germany Legacy,XTZ,Tezos,tz1d4TV6Ao997BJNVRUqFZLp69yDP87oqXFQ,,0
Internal,Real Germany Legacy,BTC,Bitcoin,bc1qxmmt920rqnd9238t6qw98ld3jm2vfq5fgr4v2x,,0
Internal,Real Germany Legacy,LINK,Chainlink,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,AAVE,Aave Token,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,LUNA,Terra Classic Luna,terra1ayuez2g6hykk8lwt48caq9t57vgh37g32j2rk6,0,0.239295
Internal,Real Germany Legacy,ETC,Ethereum Classic,0xA77E87d13f59ae2b956156F1a388ff6CB445645c,,0
Internal,Real Germany Legacy,SAND,SAND,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,ZEC,ZCash,t1gk43xDGURXvx1df3HfLzTMhZfyTLX8XnF,,0
Internal,Real Germany Legacy,MATIC,Matic Token (Ethereum),0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,LTC,Litecoin,ltc1qm5zlt9rvymrzxw9g4cll8uvg5aemsh660v46q5,,0
Internal,Real Germany Legacy,XRP,XRP (Ripple),r4qRoYWHfib7j9DyUgS5uKghYCAwZ2DBhC,,10.000813
Internal,Real Germany Legacy,UNI,Uniswap,0x0F5919610885bC1f837b9C28489736A5656d79e0,,0
Internal,Real Germany Legacy,CELO,Celo,0xEAB1C4D7a31E1f613162A1C5eaC2835e5e0E2000,,0.0000127285
Internal,Coinbase BVI,IMX_ERC20,Immutable X,0x5dd95e2e805b9546a5B385c78448149A2bEB2FF5,,0
Internal,Coinbase BVI,MATIC,Matic Token (Ethereum),0x9CB92e6537C61d970f89a8fa560823E6459A7025,,500
Internal,Coinbase BVI,QNT,Quant,0xD20fF8BB44a6bFE472AB4a449fCfA622B0A45E60,,0
Internal,Coinbase BVI,SKL,SKALE,0xE3ee4e98641D958E9338B24e32E9BA61347c1b57,,0
Internal,Coinbase BVI,ALGO,Algorand,JF5IS4QX5XJF7OOEIHEJYAUKPIWK3CD2HY6N65OA2IGZV4MDIFLCMSUWUY,0,0.198
Internal,Coinbase BVI,BNT,Bancor,0x09472A6686f16904D32e2a76571fEf07587c78Dc,,0
Internal,Coinbase BVI,BAND,BandToken,0x30aEcd10dE2c85dC7FC3048eb23947717369915E,,0
Internal,Coinbase BVI,REN,Republic,0xE5B54d4353BCedf7dcD5C2bE6c171eE4E56DFD63,,0
Internal,Coinbase BVI,DOT,Polkadot,14VCMWvb9mkBMD4U8j9RVJigixgZLGc2KFqZsv5jiSanrps,,0
Internal,Coinbase BVI,GALA,Gala,0x890881b647684F5E4d5c8fD5676950f8937b3C08,,0
Internal,Coinbase BVI,CRO,Crypto.com,0xF9C7142EC8548a73D2C594d1B73040CdCB32F40b,,0
Internal,Coinbase BVI,ENS2,Ethereum Name Service,0x816F10e454D5832EA444c16BA9deBc24ab545aC7,,0
Internal,Coinbase BVI,LPT,Livepeer Token,0x1075DF02840861aC18DC2412a83fe65edd3f0b1A,,0
Internal,Coinbase BVI,BICO,Biconomy Token,0xF5f49BB410717A6b33fC4d351383da81af6920E0,,0
Internal,Coinbase BVI,OGN,OriginToken,0x4a3707d88acAb959935836Fba7d713a4e3e0AeCF,,0
Internal,Coinbase BVI,LTC,Litecoin,MEvKikRGDc1oMp4wkteN1Pi5G2V4rUpJfJ,,0
Internal,Coinbase BVI,SUSHI,Sushi Token,0x66cC761C4b4744b80E5535012c23B821DE1b48c5,,0
Internal,Coinbase BVI,HBAR,Hedera Hashgraph,0.0.1133968,2821125774,9.9976646
Internal,Coinbase BVI,DOGE,Doge Coin,DEkYjyii9A2noSfaMwSBu315P2ZCBS5HQv,,1000
Internal,Coinbase BVI,ATOM_COS,Cosmos Hub,cosmos1fzzm7ck8c7rqhlehpn9ysy0hdg0fwchq2dad87,,0
Internal,Coinbase BVI,BTC,Bitcoin,3P1FZtiAZr2xm4mhRUSm8kAtASSnYreo3b,,0.01
Internal,Coinbase BVI,ADA,ADA (Cardano),addr1v8flhg6s093aalhvmupnpv4n9pgm0jgrxd02qef7wq48sqsuxxrsr,,100
Internal,Coinbase BVI,ENJ,Enjin Coin,0x46188567306Ee5b56Cf8f2D9BA32E54250001F69,,0
Internal,Coinbase BVI,BAT,Basic Attn.,0xF5557DEBA5b290c73FC3B8dd82f17A0B83d76d36,,0
Internal,Coinbase BVI,LINK,Chainlink,0x3CBe4a6e3379f8A5429C58189568b9b08DC04753,,0
Internal,Coinbase BVI,ANKR,Ankr Network,0x1914d54462f91dab57fe6C34b60C6B835928C74D,,0
Internal,Coinbase BVI,SHIB,SHIBA INU,0xBEB04889864CCaeA14E9bB258eC6a46e1aa0c40f,,0
Internal,Coinbase BVI,BCH,Bitcoin Cash,1CDujwkde3Yb7oUjyVkmhPFF1yJDm8okAt,,0
Internal,Coinbase BVI,ETC,Ethereum Classic,0x5Efc57d59DdD19E04E13929818AB3bf1eAF56BF9,,0
Internal,Coinbase BVI,1INCH,1INCH Token,0x46C34b3960F0461A75Ae18895601b50DFEC1e81a,,0
Internal,Coinbase BVI,LRC,Loopring,0xAb6A81166630208B0031133E8dCc71BB68BDBBbE,,0
Internal,Coinbase BVI,ETH,Ethereum,0xbc5f872de25da8488778290205ee89c3e802bb56,,0.00028196526385042
Internal,Coinbase BVI,GRT,Graph Token,0x9AbF65b2ff3C5f314109de7bdEB7750b95bd8920,,0
Internal,Coinbase BVI,SNX,Synthetix Network Token,0x804dCAAc5D79FAb5Fbe60392184C91fAd1f85Cf9,,0
Internal,Coinbase BVI,DASH,Dash,Xczp4muTPDMWEATa29pkF5yC9PTGapqusr,,0
Internal,Coinbase BVI,CRV,Curve DAO Token,0xC51760990F389cb82b2c5C802EB1Ddb680B20De7,,0
Internal,Coinbase BVI,CHZ,Chiliz (ETH),0x41CF0c502b9a195Ce236Dd98c04fF3c087A980B2,,0
Internal,Coinbase BVI,FET,Fetch,0x9B83d0FF9F36e34B167582C6bEda57d22Ac677EC,,0
Internal,Coinbase BVI,MKR,Maker,0x2c741B73D8329bE61d64D2b010AE3F21e654E4BA,,0
Internal,Coinbase BVI,AXS,Axie Infinity Shard,0xE56c10C9c083365b1Aa2E0FA1b9f12c14942214c,,0
Internal,Coinbase BVI,API3,API3,0xF623783Fb4077898d2E5750106B7Bcbfb54D7827,,0
Internal,Coinbase BVI,APE_ETH,ApeCoin,0x5018E4b2Ffc9970229778ff1421D24d5f2B844C1,,0
Internal,Coinbase BVI,XLM,Stellar,GDQP2KPQGKIHYJGXNUIYOMHARUARCA7DJT5FO2FFOOKY3B2WSQHG4W37,2485543383,39.99999
Internal,Coinbase BVI,MANA,Decentraland,0x5EA6d52f986bd5b5aB791Bc49F236225cEC1b0d3,,0
Internal,Coinbase BVI,OXT,Orchid,0xD79459D17a1Db7F5dF71BAF676b4aADB0C9DB3F8,,0
Internal,Coinbase BVI,AAVE,Aave Token,0x2320E396FF0E7fc3c74f77F95718E1e18baE1807,,0
Internal,Coinbase BVI,AMP,Amp,0x29663Ea2Dc198EeD1265714910760ec7cD428AbE,,0
Internal,Coinbase BVI,YFI,Yearn Finance,0x0936eD9c2444C782765e62F89145F71A7689b73e,,0
Internal,Coinbase BVI,BAL,Balancer,0x135E2Fc37216E441E21E2C343161d4FCB1117A61,,0
Internal,Coinbase BVI,ZEC,ZCash,t1cTFQfVFfahY6PsLwkKmof37K8hGZGQmES,,0
Internal,Coinbase BVI,SOL,Solana,AzocZWHCX6a6ERfFDb9oF3T2vtew9ED917Gc2EKh8Cjb,,0
Internal,Coinbase BVI,UMA,UMA Voting Token v1,0xc773bbD51483aa7Cc83E6E18a27287E4bC6232b4,,0
Internal,Coinbase BVI,STORJ,Storj,0xc43EC14D18a527e5E1Ea0d848EafA5D53E9641b5,,0
Internal,Coinbase BVI,COMP,Compound Token,0x79B283B3f16Aa9357D60D1817deFC7e92CBC5123,,0
Internal,Coinbase BVI,KNC,Kyber Network Crystal v2,0x94f1801e4707c65449C1dc7D3648819Bc75268C8,,0
Internal,Coinbase BVI,SAND,SAND,0x798aFbFc91Ee2539BECD08E89A5c0f18e3F919cB,,0
Internal,Coinbase BVI,ZRX,0x,0xA6cc8E2f08dA7b29d2bBa311B2e80F0635400db6,,0
Internal,Coinbase BVI,AVAX,Avalanche (C-Chain),0x2C1a736B15bBC0b32a64262C45f1a3797A8f65a1,,0.0000525
Internal,Coinbase BVI,CTSI,Cartesi Token,0x345f4F0f93F064AaD878f516dFe0332e8BB7a72a,,0
Internal,Coinbase BVI,ALICE,ALICE,0x34FC9A4EB518F1cE45D753e3ae9DC2D69378e079,,0
Internal,Coinbase BVI,EOS,EOS,coinbasebase,97878656,0.001
Internal,Coinbase BVI,USDT_ERC20,Tether USD (Ethereum),0xa2f8693a45C8B71f53c153592B0f4E573F04b7A0,,0
Internal,Coinbase BVI,UNI,Uniswap,0xaa6BE8c6426C352b3c20CC2E0Bbd3Dc128Cf69B7,,0
Internal,Coinbase BVI,CELO,Celo,0x1345fC6a3b1980f319CDA9168F4d459d07752153,,0.0000895
Internal,Coinbase BVI,XTZ,Tezos,tz1eKpQQHoe5kR47FvkuVKPgFLB2v5NGnKnN,,0.49858
Internal,Omni,BCH,Bitcoin Cash,qpljj8p42rl5cweyv7phnn800kzud7j9fu0aa3nysw,,0.00000547
Internal,Omni,XRP,XRP (Ripple),rEnS8A4dJ6zRbEKHmajVaJVKaytmhkYJ8N,,20.09881
Internal,Omni,LTC,Litecoin,Lciwyxgcb7wX8apDxSqm1pGKNTHyR21ypz,,0
Internal,Omni,ETH,Ethereum,0x82eFb9563905250676CE4bd33F56963782a5Cd44,,0.001542479
Internal,Omni,BTC,Bitcoin,15SumaBbA9mQjmfSj2AeWESpEaqyLaRKRJ,,0
Internal,EtoroX FireBlocks,XLM,Stellar,GDZLZ3XODEM6VRSV5ICWDGKA2OD3UU2Z557PIO6QZVQB3KUXLZZJALNV,2438339133,1.01354
Internal,EtoroX FireBlocks,BTC,Bitcoin,bc1qsyhm5esxsg3tw5pn0pj4t6hr2495ry5rscpy4x,,0
Internal,EtoroX FireBlocks,ETH,Ethereum,0x1B247755FEcDe192587fd92751D88235833420E7,,0.001587851579297281
Internal,EtoroX FireBlocks,LTC,Litecoin,ltc1qj6ax755cej8hcz6padp7xk4p05w025qfarf0pj,,0
Internal,EtoroX FireBlocks,XRP,XRP (Ripple),rPxBxMcm9T4DBqb9o7ZXKv4xvbRxGs85La,2823460175,10.006961
Internal,Galaxy Digital,LTC,Litecoin,ltc1q6mf5w5536u4szwyzzp3m0mualenqpwhrja0wvs,,0
Internal,Galaxy Digital,MANA,Decentraland,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,DOT,Polkadot,137H3ZLYoV6yH1youdFQfNVC9ezX2tzMGYSK5jhksU91hp1V,,1
Internal,Galaxy Digital,YFI,Yearn Finance,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,ENJ,Enjin Coin,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,EOS,EOS,1enpgeexav5q,u8iZWJoa,0.0013
Internal,Galaxy Digital,MKR,Maker,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,LINK,Chainlink,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,XLM,Stellar,GAWY6NTBLGFUKGR3EA55NAGVX3OKLUPFPZHYBIZBFXVA5FIK6JHSA52R,0,1
Internal,Galaxy Digital,ALGO,Algorand,TH5ET6AYJUAU4GGKIGIRAQ7XSPE4FI2DABBXWUO624XPFHZTZWMA3X7MAQ,0,0
Internal,Galaxy Digital,COMP,Compound Token,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,ETH,Ethereum,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0.025269289662589026
Internal,Galaxy Digital,BCH,Bitcoin Cash,bitcoincash:qr0gkmp23m4uyhjuzcakyk5ch63cxtaq9v9ln2yuck,,0
Internal,Galaxy Digital,SUSHI,Sushi Token,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,UNI,Uniswap,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,FTM_FANTOM,Fantom,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0.000519590547336
Internal,Galaxy Digital,ETC,Ethereum Classic,0x5dcCB138fD66913B5D18656422743Ae8A9e7b816,,0.999979
Internal,Galaxy Digital,USDT_ERC20,Tether USD (Ethereum),0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,XTZ,Tezos,tz1XKNCL6QZ9FT8FobcjiUVPCCPWbkb1GiKC,,0
Internal,Galaxy Digital,BAT,Basic Attn.,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,BTC,Bitcoin,bc1qf2swfvv29h2q98weusc3vnnsqlnhpftnz083fl,,0.001
Internal,Galaxy Digital,ADA,ADA (Cardano),addr1q8kah7phxpmjy85drun4fx76gjmdunyy962jr4h0lr84uwj8j45jws00kxenez30h8zhelljwkyr9ll3847wqxcve8cq5xfafp,,0
Internal,Galaxy Digital,MATIC,Matic Token (Ethereum),0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,AVAX,Avalanche (C-Chain),0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0.999936958
Internal,Galaxy Digital,SOL,Solana,7Sit1UGqgSxEuvjNm99rGeRnpAHwQtEFq4gkwj319sku,,0
Internal,Galaxy Digital,GRT,Graph Token,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,AAVE,Aave Token,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,SHIB,SHIBA INU,0xc823D8C687F1B1778b375e39B953Ec88148c4B1F,,0
Internal,Galaxy Digital,DOGE,Doge Coin,DM6a579HRZ8TB4GstY4zdHTyv6swfnQRgM,,0
Internal,Real USA Legacy,ENJ,Enjin Coin,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,SHIB,SHIBA INU,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,DASH,Dash,XrkaMz4W95pEczcrkaaLaXdfvBZednuFKz,,0
Internal,Real USA Legacy,MKR,Maker,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,DOGE,Doge Coin,D736EQPxzR5M2DgSAoGMMZuZxYNPtSguzi,,0
Internal,Real USA Legacy,LTC,Litecoin,ltc1qe0mq9exx5m9w452mr3umjx2u6fgkg78q899y3c,,0
Internal,Real USA Legacy,ETC,Ethereum Classic,0xBb1b9e9f49A2F8E91f59b807d4540c95D216B518,,0
Internal,Real USA Legacy,BCH,Bitcoin Cash,qpjstya8fnuqeut6np7gpsffpqyedch77gmnx5urh2,,0.00002735
Internal,Real USA Legacy,ALGO,Algorand,A47T2R3NY2T4Q77YLS3FT3UO3IG6IC6STV5P4RGRGBDLMLTMQSKILGXCRA,0,0.1
Internal,Real USA Legacy,EOS,EOS,5qtd3o1pyehn,0,827941.697
Internal,Real USA Legacy,SAND,SAND,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,XTZ,Tezos,tz1YcPeYRgjqQTTZkxoW49JGmYxVB1xKufvC,,0
Internal,Real USA Legacy,CELO,Celo,0x981Ea2A1843166bD9b1983C63eb715b393e38218,,0
Internal,Real USA Legacy,COMP,Compound Token,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,XLM,Stellar,GDNT4UVOCBIBG6YPZFVTN5ZXYOXSNYQVW4MHDQAZ33IY7RUA73NT5UWV,0,1
Internal,Real USA Legacy,YFI,Yearn Finance,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,BTC,Bitcoin,bc1q0ljdfg4k8gsrhzj8e78pzcqg7hjna890yfdjj0,,0
Internal,Real USA Legacy,AAVE,Aave Token,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,XRP,XRP (Ripple),rp6HVX558QLfHPoFG72TNk1NbUC3Q4uZke,,10.000892
Internal,Real USA Legacy,ETH,Ethereum,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0.8860390492504
Internal,Real USA Legacy,SOL,Solana,8LoWpirHRj8JAdoFzjVcTVDmpJBi4DVMvwTsEscQmQ3t,,0
Internal,Real USA Legacy,UNI,Uniswap,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,DOT,Polkadot,12EhDshzQNMHDpM7F48EWZDuEfhd1nnyAE4DdJwc6T7q4oov,,1.9
Internal,Real USA Legacy,LINK,Chainlink,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,MANA,Decentraland,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,BAT,Basic Attn.,0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Real USA Legacy,MATIC,Matic Token (Ethereum),0xf4FA62dD4E815f12d9c54d7eC32031fB69cC78Cf,,0
Internal,Bitstamp,MATIC,Matic Token (Ethereum),0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,COMP,Compound Token,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,BTC,Bitcoin,3PDk5XkCQ3ntCENZVn9CLSyTKnTaiTjP3v,,0
Internal,Bitstamp,SGB,Songbird,0xf72fef84420c5deb5c9ea0b1b9839e160b7a0009,,0
Internal,Bitstamp,UNI,Uniswap,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,CRV,Curve DAO Token,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,BCH,Bitcoin Cash,3QwivurwSCJxLgsiUt9rf2v562zZwVFH4H,,0.00002188
Internal,Bitstamp,YFI,Yearn Finance,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,SAND,SAND,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,AXS,Axie Infinity Shard,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,SUSHI,Sushi Token,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,LTC,Litecoin,MF2RDu8yzeo9fP8Fq2gCi7VpviuFvvZcF8,,0
Internal,Bitstamp,CHZ,Chiliz (ETH),0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,ETH,Ethereum,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,ENJ,Enjin Coin,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,FET,Fetch,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,GRT,Graph Token,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,SHIB,SHIBA INU,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,DYDX,dYdX,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,LINK,Chainlink,0x7e390331c6200876d4f1ca02a415919ca1b4a4a7,,0
Internal,Bitstamp,XRP,XRP (Ripple),rDsbeomae4FXwgQTJp9Rs64Qg9vDiTCdBv,33047872,44463491.057704
Internal,Bitstamp,ZRX,0x,0x7E390331c6200876D4f1Ca02a415919cA1b4a4a7,,0
Internal,Bitstamp,AAVE,Aave Token,0x7e390331c6200876d4f1ca02a415919ca1b4a4a7,,0
Internal,Kraken BVI,DOGE,Doge Coin,D5kv6kANtvKQUREeaNPgDb2eyPWjUnARNa,,0
Internal,Kraken BVI,LINK,Chainlink,0x1089a8d14af2927d4de46512b9a6c73a4eb2729c,,0
Internal,Kraken BVI,MANA,Decentraland,0x1089a8d14af2927d4de46512b9a6c73a4eb2729c,,0
Internal,Kraken BVI,EOS,EOS,krakenkraken,4188371367,2460010.809
Internal,Kraken BVI,BCH,Bitcoin Cash,bitcoincash:pru0wfccpvm7ep084pnjfn0pvsxdmm7guqu856ya0x,,1.41647053
Internal,Kraken BVI,ZEC,ZCash,t1XEXQaS1Uai2S2VJH7RFhvnfPoGBrjrX4F,,0.00523599
Internal,Kraken BVI,XLM,Stellar,GA5XIGA5C7QTPTWXQHY6MCJRMTRZDOSHR6EFIBNDQTCQHG262N4GGKTM,4229573299,96132460.909837
Internal,Kraken BVI,LTC,Litecoin,LfefFzFDnGmsQzAcwec3ueaGTFb9YHaPAn,,0
Internal,Kraken BVI,ETH,Ethereum,0x649Ed714C38A94AE0051ad3A9494807d7eC9A239,,0.00021843675
Internal,Kraken BVI,SOL,Solana,5B3JqwBZ8qzyyX3wmpRKkdavvf62zzg7E3bvivNE1ydk,,0
Internal,Kraken BVI,ETC,Ethereum Classic,0x649ed714c38a94ae0051ad3a9494807d7ec9a239,,0.00000374325
Internal,Kraken BVI,XRP,XRP (Ripple),rLHzPsX6oXkzU2qL12kHCH8G8cnZv1rBJh,609344057,55109953.597949
Internal,Kraken BVI,DASH,Dash,Xqb6hkwn7Jc9Md9JrFSWe4WJ7G7PUfW6Jc,,0
Internal,Kraken BVI,ETHW,EthereumPoW,0x1089a8d14af2927d4de46512b9a6c73a4eb2729c,,0
Internal,Kraken BVI,UNI,Uniswap,0x1089a8d14af2927d4de46512b9a6c73a4eb2729c,,0
Internal,Kraken BVI,BTC,Bitcoin,32w93hyXjswyTCxaQ5CnUoV2LKh7ExVofh,,0
Internal,Kraken BVI,ADA,ADA (Cardano),DdzFFzCqrhsnAuoQsQ5AAaJUCgxepkzz3LFY5LkNm5zcgR9vKKoTutRyw34HJdbJP7ureKXnFGVx3pJZMUAxKJxtut5fndaVNmJbWsPU,,0
Internal,Wintermute Trading,SHIB,SHIBA INU,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,SAND,SAND,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,GRT,Graph Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,ADA,ADA (Cardano),addr1q8p7hhejuns2xgu3umdqp6dls7736cmlfql70l2ylttvqtrqyn632uqdvwmg3dy0ref2eeeeen3cyn8u2ecye32qz7ks4hzy7r,,0
Internal,Wintermute Trading,ALGO,Algorand,7ESGGEMKFXEBN335YJQV5KX467V6KK2XSO3CXCC74S27MRAALZY3EW342Y,BAD8CBF0DC35A13EAD87,0
Internal,Wintermute Trading,XTZ,Tezos,tz1i5UbFCS6RiYUqbEgEYJdGcX8ujzVnZuDJ,,0
Internal,Wintermute Trading,CRV,Curve DAO Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,BAL,Balancer,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,DOGE,Doge Coin,D6gCLBcDNgWpX4SnAA7R9G6T5Pnorze1KP,,0
Internal,Wintermute Trading,DYDX,dYdX,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,MATIC,Matic Token (Ethereum),0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,CHZ,Chiliz (ETH),0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,LUNA,Terra Classic Luna,terra15afyq2c7jpap063u583jgy2s6wmtk7ppzrzntz,FBF8227220E0C042700E,0
Internal,Wintermute Trading,BICO,Biconomy Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,AAVE,Aave Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,LPT,Livepeer Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,KNC,Kyber Network Crystal v2,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,ETH,Ethereum,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0.047150337679713856
Internal,Wintermute Trading,UNI,Uniswap,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,SKL,SKALE,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,LINK,Chainlink,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,API3,API3,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,SOL,Solana,7sMiW38oLg5q9SKNoyPaH2Ee1VhpGdMCDrC4Lo4uLBBE,,0.99795072
Internal,Wintermute Trading,YFI,Yearn Finance,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,BTC,Bitcoin,bc1q9z9zn87tz0xrs7yv299geqtx3ed7q8f9se4xfn,,0
Internal,Wintermute Trading,SUSHI,Sushi Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,QNT,Quant,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,CELO,Celo,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0.0000063
Internal,Wintermute Trading,AXS,Axie Infinity Shard,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,SNX,Synthetix Network Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,5
Internal,Wintermute Trading,COMP,Compound Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,TRX,Tron,TC51LZ6uWJeAf9kNp5NmtaPSAE18zzfJCL,,20.935728
Internal,Wintermute Trading,FTT,FTX Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,EOS,EOS,3133cinylujs,8cwEk5hx,0.0013
Internal,Wintermute Trading,DOT,Polkadot,16HgeCJsHaoYUbKjpdximiYdAJgkjHBDoHQH7g4vWHNpESDq,,1.3276644781
Internal,Wintermute Trading,XRP,XRP (Ripple),rML4MvGtU1LtAFE4FSVJG2yHkhbA3QkJr7,1209730082,10
Internal,Wintermute Trading,BAT,Basic Attn.,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
