Address Type,Wallet Name,Asset,Asset Name,Address,Tag/Memo,Balance
Internal,Wintermute Trading,ENS2,Ethereum Name Service,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,IMX_ERC20,Immutable X,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,MKR,Maker,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,BAND,BandToken,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,44.43
Internal,Wintermute Trading,BCH,Bitcoin Cash,1MNv2CGf5zqU56ymyiVq1EG3j46dAcn4GP,,0
Internal,Wintermute Trading,REN,Republic,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,MANA,Decentraland,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,HBAR,Hedera Hashgraph,0.0.459039,113187334862965,0.01703192
Internal,Wintermute Trading,AVAX,Avalanche (C-Chain),0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0.000525
Internal,Wintermute Trading,APE_ETH,ApeCoin,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,ENJ,Enjin Coin,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,LTC,Litecoin,ltc1qxvjl5pz2unncwgl63lwf0dqd5m7eps58xt2jxu,,0
Internal,Wintermute Trading,1INCH,1INCH Token,0xDbefB887662Ca19CD485381F3386fe5F8537B910,,0
Internal,Wintermute Trading,XLM,Stellar,GAIKNDMZ55GAYIIJAPFEW6F2BON3LX3LYIKPNTHVKTR55Y6KXOVERMAX,505302287,1.0345845
Internal,Blockfi,BCH,Bitcoin Cash,qp2kjxvtsjv57ekd98c8wjh78u6smskq05v3zjvzlk,,0
Internal,Blockfi,XTZ,Tezos,tz1gqdR1ZXwVqUYPg88sZocoJyunzAqeiVsA,,0.06425
Internal,Blockfi,ZEC,ZCash,t1YbTJv5K7mWteQus8sLCrZgpo58arRV8YL,,0
Internal,Blockfi,BTC,Bitcoin,1KfZhAXbk7ghcZ3kL9TBBvoDdDAKwUdCDQ,,0
Internal,Blockfi,EOS,EOS,cx2z1v1q3vjc,2GEWEwHHn,0
Internal,Blockfi,ETC,Ethereum Classic,0xC14311b1d5aceB3aEE76420E7545E005837320bE,,0
Internal,Blockfi,LTC,Litecoin,LXHMQ8m7d3GsVpJ2azaRSaiBhVhkrU6ASw,,0
Internal,Blockfi,ETH,Ethereum,0xea759CE774EeF49a260B95CFa44893Cf7A561117,,0.000465279818787
Internal,Blockfi,DASH,Dash,Xb2oDnnkNb3tLstseWVW17XiypUgBs6kJX,,0.000993
Internal,Bitgo Redeem,XLM,Stellar,GDCRCVVDNVWNVLCYUZ24JGF27DVLIT6X7NOJNRAMV3PCT37GLNHURN7V,0,1784165.4714133
Internal,Bitgo Redeem,EOS,EOS,aimmnh3myhwc,0,349.9527
Internal,Bitgo Redeem,ETH,Ethereum,0x4e0a22606a1abaa857ec4958ae9b0b38451dff4a,,613.637020090000000015
Internal,Bitgo Redeem,BCH,Bitcoin Cash,bitcoincash:pz6fnfsxj30cs77wn7qlg5hg4npxzw0ytu29egthr7,,995.69648672
Internal,Bitgo Redeem,BTC,Bitcoin,339kMy4j9nMS2jhomBeDZCwfVoB9CKqFyY,,23.43966768
Internal,Bitgo Redeem,XRP,XRP (Ripple),rsdvR9WZzKszBogBJrpLPE64WWyEW4ffzS,2,596913.495176
Internal,Bitgo Redeem,LTC,Litecoin,MUsArMLPrZT7AGEMgiwDtgo7v5X4KbQ9wz,,1619.14868216
Internal,Bitgo Redeem,TRX,Tron,TFjXhpnHdZTCzcZWad7qMM8FTcsuDs6eq8,,4392069.012353
Internal,FCA,TRX,Tron,TXr2xLGGyeVatTWMKo8XCbZx2s9sUmFh78,,0.000006
Internal,FCA,ADA,ADA (Cardano),addr1q9t579y0rlantr52t3ljkzcz2anfwxcphnky3y0xq4gd6eatkrr62zdh8mfkst6r4y4gwz9zc7lcemj406yfnem58rsq4gwlw0,,200000
Internal,Bitgo Simplex,XLM,Stellar,GA6USVEJMP4IQZNF2HNDXSARO4QWYMGZ3L2MICJ4G7EYM2AUD5MTIWJJ,0,99.9996717
Internal,Bitgo Simplex,ETH,Ethereum,0xdf11450b5cfa5d301209ff482d5949ac4a1266fe,,0.07168473194383985
Internal,Bitgo Simplex,LTC,Litecoin,MWtF4TYaCkR7Pz2fz4ZmgEM4pNVqTetJJD,,0.98956492
Internal,Bitgo Simplex,EOS,EOS,rlzdriofjpk5,0,0
Internal,Bitgo Simplex,BTC,Bitcoin,38w4dPuGyVp6csSYwmApy7x2qFSH5BgxLN,,0.00813232
Internal,Bitgo Simplex,BCH,Bitcoin Cash,pqwrz7rhsvxqzn8xqgp6a05ghlf4jr6kxyeyr7vz46,,0.11005041
Internal,Bitgo Simplex,XRP,XRP (Ripple),rpDzK2XLJPfhH3fdg4s8T33R5Zi47fyNk3,0,99.99987
Internal,Kraken,ZEC,ZCash,t1LWh4kDXWX9Nsv86dnQpNMMtPzPnThgsKu,,0
Internal,Kraken,SNX,Synthetix Network Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SAND,SAND,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,DOT,Polkadot,12nHKuSNCpAc5crAfaHS8rFg1KhczHbSn74UF5eLeSGxFy1u,,0
Internal,Kraken,BCH,Bitcoin Cash,bitcoincash:pzr9ch74kwjzff09pd76ghhr7mshs6mhs54w943p37,,0
Internal,Kraken,UMA,UMA Voting Token v1,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,AAVE,Aave Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,BAT,Basic Attn.,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,CRV,Curve DAO Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ADA,ADA (Cardano),DdzFFzCqrhsxGfbdLLWgNf65tghrVjxX9Pja38Vrza4iZK6dxe5dBpseyeNrrHr8wmgzDnAR9exabuDRxhx9RTEe2vX9DDTN2g62uvBA,,0
Internal,Kraken,LRC,Loopring,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,LINK,Chainlink,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ENS2,Ethereum Name Service,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,BAL,Balancer,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,MKR,Maker,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ALGO,Algorand,DXBSANUAAGHY7D6EYLLNEU6MPJ7UGYW7XUM3ZFL7J4ICU4GMKI7WR5UOOE,0,0
Internal,Kraken,LPT,Livepeer Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SOL_SRM_R62M,Serum (Solana),GEopDJp97HCTox9XrFBsWBnwmFihtBxURL1Y9BwewBg,,0
Internal,Kraken,REN,Republic,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,COMP,Compound Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SUSHI,Sushi Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,BTC,Bitcoin,3LRnBPH99guSJENoRSmBvTfMeWZdBobSbc,,0
Internal,Kraken,ETHW,EthereumPoW,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,AXS,Axie Infinity Shard,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,MATIC,Matic Token (Ethereum),0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,CTSI,Cartesi Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,DYDX,dYdX,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,STORJ,Storj,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SOL,Solana,GEopDJp97HCTox9XrFBsWBnwmFihtBxURL1Y9BwewBg,,0
Internal,Kraken,XRP,XRP (Ripple),rLHzPsX6oXkzU2qL12kHCH8G8cnZv1rBJh,1301630001,55109953.597949
Internal,Kraken,CHZ,Chiliz (ETH),0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ENJ,Enjin Coin,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ETH,Ethereum,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,LUNA,Terra Classic Luna,terra1cx6u3afw255axtqlr30r8f4czen8j4wlrlnas4,0,0
Internal,Kraken,1INCH,1INCH Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ZRX,0x,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,XTZ,Tezos,tz1ifzgBYr9BM12jY2BaQERy2uNVy1DGRBcJ,,0.000001
Internal,Kraken,BICO,Biconomy Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,LTC,Litecoin,Lci629DCFYr1tVgM6C35W5dqDsDBsXcVTs,,0
Internal,Kraken,EOS,EOS,krakenkraken,3453884724,2459970.7682
Internal,Kraken,DOGE,Doge Coin,D8sPiW9L464gttgJhQpoC2gz3VUWdYBuQS,,0
Internal,Kraken,APE_ETH,ApeCoin,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,BNT,Bancor,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,USDT_ERC20,Tether USD (Ethereum),0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ANKR,Ankr Network,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,ALICE,ALICE,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,YFI,Yearn Finance,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,MANA,Decentraland,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,KNC,Kyber Network Crystal v2,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,DASH,Dash,XinWY9LhuPhXRdaLdpShKCDKtiwvB8PBCG,,0
Internal,Kraken,UNI,Uniswap,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,FTM_FANTOM,Fantom,0xa2630eb8e77f65a929a44696df609057016e43eb,,0
Internal,Kraken,XLM,Stellar,GA5XIGA5C7QTPTWXQHY6MCJRMTRZDOSHR6EFIBNDQTCQHG262N4GGKTM,2513911863,96132460.909837
Internal,Kraken,IMX_ERC20,Immutable X,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SGB,Songbird,0xc8647334db1ab5ee1f81a3667e47c8a1abea40f0,,0.00041899375
Internal,Kraken,OGN,OriginToken,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,SHIB,SHIBA INU,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Kraken,TRX,Tron,TDySSoy2rLJX5Koe9bwFy4bGSvugjTprgg,,0.000088
Internal,Kraken,ETC,Ethereum Classic,0xC8647334db1AB5ee1f81a3667e47c8a1AbeA40F0,,0.00010316825
Internal,Kraken,GRT,Graph Token,0x3e855e15f81b568b37cae006e3b8ba6eb376eb40,,0
Internal,Real Germany GK8,REN,Republic,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,ALICE,ALICE,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,COMP,Compound Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,1.418
Internal,Real Germany GK8,1INCH,1INCH Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,5.8
Internal,Real Germany GK8,AMP,Amp,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,FTT,FTX Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,BTC,Bitcoin,3JsY8m7nG2K2siHXzqto612u36hAzF7C6X,,6376.59841461
Internal,Real Germany GK8,XLM,Stellar,GDNCMZSXST5YN6QDOEI2WV7FZSTC2UUXSK3IIMBZ4JAZG3VXEMR2NGK7,0,46945257.41604
Internal,Real Germany GK8,LRC,Loopring,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,MATIC,Matic Token (Ethereum),0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,3625211.44
Internal,Real Germany GK8,BCH,Bitcoin Cash,qrxdclqjhwvtq29n0wpzhl4aewraq3xssqrpz82uvv,,7551.98185567
Internal,Real Germany GK8,BICO,Biconomy Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,ENS2,Ethereum Name Service,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,FTM,Fantom Token (ERC20),0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,AXS,Axie Infinity Shard,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,ZRX,0x,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,20000
Internal,Real Germany GK8,XRP,XRP (Ripple),rE57nxcDQscTokV25GAYcXzKi3tqfGzut9,,126296555.548093
Internal,Real Germany GK8,CRV,Curve DAO Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,2
Internal,Real Germany GK8,ETH,Ethereum,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,62251.12430289831871943
Internal,Real Germany GK8,XTZ,Tezos,tz1ihoU4ArUVNwGkkGGjRRKPpX6ruANR3UTo,,1325212.569155
Internal,Real Germany GK8,SNX,Synthetix Network Token,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,ANKR,Ankr Network,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,OGN,OriginToken,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,STORJ,Storj,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,GALA,Gala,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,CHZ,Chiliz (ETH),0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,10
Internal,Real Germany GK8,QNT,Quant,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0.37
Internal,Real Germany GK8,MANA,Decentraland,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,2240184
Internal,Real Germany GK8,UMA,UMA Voting Token v1,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,DYDX,dYdX,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,SHIB,SHIBA INU,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,606357106247.00000005
Internal,Real Germany GK8,CRO,Crypto.com,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Real Germany GK8,APE_ETH,ApeCoin,0xd40e8ceE01A147f0a24524D725eF1F0297BA6B06,,0
Internal,Bitgo Funding (eToroX),XLM,Stellar,GBSJS7MVGYYOTMXSD75KASMWCSBLYSTHOGFUIQVTCF55YRUPGRSVIOJ2,0,0
Internal,Bitgo Funding (eToroX),ETH,Ethereum,0x5be786ad38f5846f605a8003550074cdfd4899a1,,0.229595
Internal,Bitgo Funding (eToroX),BCH,Bitcoin Cash,36eLrmVpt16Q7HcktWBuUB9sHaSZm7epA4,,0
Internal,Bitgo Funding (eToroX),BTC,Bitcoin,3ENhxrVV6u2pDuNib7yLsEq3C4t11xVLEA,,0.0499716
Internal,Bitgo Funding (eToroX),XRP,XRP (Ripple),r3DrD2d8TahPmmVmf3ptQrPV555KCRuZv3,0,44.9775
Internal,Bitgo Funding (eToroX),EOS,EOS,hpkfds4apy2j,0,0
Internal,Bitgo Funding (eToroX),LTC,Litecoin,MLEJ2zbSpx2sFRuAVTCoPGRR2fKqGNAWQR,,0
Internal,Bitgo Conversion (eToroX),BTC,Bitcoin,3MrvPSmfaEwbobJX3Z1gmDhgmr6Z4rJQ7e,,2.0822001
Internal,Bitgo Conversion (eToroX),BCH,Bitcoin Cash,3D5jzHq452b8FLZQRr4K4oVt2GZCDcj7AW,,693.11090618
Internal,Bitgo Conversion (eToroX),XLM,Stellar,GDBNXDNP6RWXLB2SXGJH6F3RXSPTHOWVFXK7UQXHC3VYIZZM6NG46QUA,0,1181289.7577918
Internal,Bitgo Conversion (eToroX),XRP,XRP (Ripple),rJaqSdbpudDmPW9Er9qK45XFmnUpqzCQ7f,0,385954.809129
Internal,Bitgo Conversion (eToroX),LTC,Litecoin,MUVCJZo87z2KSYHRmptK9xnXds53XZwHdr,,366.37173322
Internal,Bitgo Conversion (eToroX),EOS,EOS,mtbewp4pxouh,0,568.9568
Internal,Bitgo Conversion (eToroX),ETH,Ethereum,0x6e36c2a0aa630932762e25e4ef2999471a2169b1,,296.163137107322299299
Internal,Blockfi Lending,AVAX,Avalanche (C-Chain),0xA1E4838E9B1317B84321fa40ed6F03A4Ea75bD01,,0.000525
Internal,Blockfi Lending,BTC,Bitcoin,18rRL98eQLn1SzzE1cr1u8UkY6PWvZyHLm,,0
Internal,NFT,ETH,Ethereum,0xF142D7bAFF0986B50ae24e694419C65e7091f52c,,3.843167207804239533
Internal,NFT,APE_ETH,ApeCoin,0xF142D7bAFF0986B50ae24e694419C65e7091f52c,,44986
Internal,Binance,LTC,Litecoin,LSsCx4N41Yros9rV7vR3JaWoK4389q5uYw,,0
Internal,Binance,SAND,SAND,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,FET,Fetch,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,APE_ETH,ApeCoin,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ALICE,ALICE,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,REN,Republic,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,HBAR,Hedera Hashgraph,0.0.16952,1036838632,66396.07657176
Internal,Binance,SHIB,SHIBA INU,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,LUNA,Terra Classic Luna,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,101958543,176804545.219298
Internal,Binance,DOGE,Doge Coin,DBR9CdaYYLK6pBo3PzM5PBZjWDmApagPyG,,0
Internal,Binance,ENS2,Ethereum Name Service,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,GRT,Graph Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ATOM_COS,Cosmos Hub,cosmos1j8pp7zvcu9z8vd882m284j29fn2dszh05cqvf9,105055094,3381.830543
Internal,Binance,BICO,Biconomy Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,SOL_SRM_R62M,Serum (Solana),HxZ9HxnUdVFBvJ4kGT8UeritJoniFqGu9mLnc8nTCG55,,9.995
Internal,Binance,IMX_ERC20,Immutable X,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ZRX,0x,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,SNX,Synthetix Network Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,OGN,OriginToken,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,AAVE,Aave Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,BAND,BandToken,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ADA,ADA (Cardano),DdzFFzCqrht851vVyCiik74QPpjWgDdQ6yy5wmWGhUXSqF7bj6edWcTAcf4QALUNXgej5ztn8pTB4sUJXbPkiLseKBbEDXYXLsJDiSeZ,,0
Internal,Binance,UMA,UMA Voting Token v1,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,LRC,Loopring,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,BCH,Bitcoin Cash,qryjz4kyrwnk5m5fqqp7jjw5xveafh9p653zxd56s6,,0
Internal,Binance,TRX,Tron,TET2SC3iicAnY8TzziWTKYugLQZTZev8bB,,20
Internal,Binance,KNC,Kyber Network Crystal v2,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,BAL,Balancer,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,LINK,Chainlink,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ETH,Ethereum,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0.025809501979195946
Internal,Binance,DASH,Dash,Xjo7Kn4eGYJMSvs8rTfL5xzz5pC588bvF2,,0
Internal,Binance,AMP,Amp,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,XTZ,Tezos,tz1d3dmTdWyXshSPjZdxomE9vj6VNNHqTUKT,,0.002
Internal,Binance,STORJ,Storj,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,SUSHI,Sushi Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,CELO,Celo,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ZEC,ZCash,t1eGuJXkZwnafnQfjXtRwDdgnhqv38Nj6JH,,0
Internal,Binance,XRP,XRP (Ripple),rEb8TK3gBgk5auZkwc6sHnwrGVJH8DuaLh,109251296,8126399.728636
Internal,Binance,API3,API3,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ETC,Ethereum Classic,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0.000003996
Internal,Binance,SOL,Solana,HxZ9HxnUdVFBvJ4kGT8UeritJoniFqGu9mLnc8nTCG55,,0.009995
Internal,Binance,SKL,SKALE,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,AXS,Axie Infinity Shard,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,GMT_SOL,GMT _Solana_,HxZ9HxnUdVFBvJ4kGT8UeritJoniFqGu9mLnc8nTCG55,,0.009995
Internal,Binance,ALGO,Algorand,Z7XQEV7N3Z4NUUTXZDK7MBIZONZZFWRBRAVR6Z7JLCLDSXNIOVFCSHBB7Y,0,0.399
Internal,Binance,GALA,Gala,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,MKR,Maker,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,MATIC,Matic Token (Ethereum),0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ANKR,Ankr Network,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,ENJ,Enjin Coin,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,MANA,Decentraland,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,GTC_ETH,Gitcoin,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,30
Internal,Binance,EOS,EOS,binancecleos,100472910,21933.7704
Internal,Binance,CTSI,Cartesi Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,DOT,Polkadot,14d5qrC1CFwHzx1KZ5sg6mjWbMTpNbWab4vue98h6KsUnKoG,,0
Internal,Binance,LPT,Livepeer Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,DYDX,dYdX,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,FTM,Fantom Token (ERC20),0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,COMP,Compound Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,1INCH,1INCH Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,CHZ,Chiliz (ETH),0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,BAT,Basic Attn.,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,USDT_ERC20,Tether USD (Ethereum),0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,QNT,Quant,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,LUNA2,Terra Luna 2.0,terra1ncjg4a59x2pgvqy9qjyqprlj8lrwshm0wleht5,101958543,5833.768961
Internal,Binance,CRV,Curve DAO Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,YFI,Yearn Finance,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,XLM,Stellar,GAHK7EEG2WWHVKDNT4CEQFZGKF2LGDSW2IVM4S5DP42RBW3K6BTODB4A,1064082071,403289.3752451
Internal,Binance,BTC,Bitcoin,1KLUkzGX2q1qQESc3aSQQTFtpSLA2P9h51,,0
Internal,Binance,UNI,Uniswap,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,BNT,Bancor,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Binance,AVAX,Avalanche (C-Chain),0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0.02921235
Internal,Binance,FTT,FTX Token,0x2953452df5d7285b9a3a8a1e876a4bacb09a976e,,0
Internal,Genesis Lending,BCH,Bitcoin Cash,bitcoincash:qqsadqwctc4nyj0pxeyllrrsl930hgqtnyrn0qvkdg,,0
Internal,Genesis Lending,ETH,Ethereum,0x28ECd048A880d547683c81105051d385Cd65b0ED,,0.108075762867410193
Internal,Genesis Lending,XTZ,Tezos,tz1Rgt4DuuabJgh2BhmT8uWHSSjgmiAzmnZD,,744535.102497
Internal,Genesis Lending,BTC,Bitcoin,1C7xLCMwLCpRpzC9jFibLRocxg6B7h1nHv,,0
Internal,Genesis Lending,SOL,Solana,GFiLJYn7QjG6u9V1gL4SfKtBsjeT43Emy5p1q9FysAGY,,0
Internal,Genesis Lending,DOT,Polkadot,16VRowCRXq6SPkXxHsQtbSt6XzunQkGHt9VWUCHhC91eUemV,,3033299.3700894848
Internal,Genesis Lending,DOGE,Doge Coin,DR2WdFWdLzQprgpAS19QiUkN2ThjtKjo5t,,0
Internal,Genesis Lending,AVAX,Avalanche (C-Chain),0x28ECd048A880d547683c81105051d385Cd65b0ED,,0.000525
Internal,Genesis Lending,ADA,ADA (Cardano),addr1q8fucvn9ck0u7vu9njvhpj6scrvm05twahvdcr4393mk5v39kydkmt07fszgv8s6des9sp9sfdfres094kj9up386mwqg04hlj,,0
